survived,pclass,sex,age,fare,embarked,class,who,adult_male,embark_town,alive,alone
0,3,male,51,7.0542,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,17,7.0542,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,20,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,24,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,35,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,38,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,30,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,25,7.05,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,29,7.0458,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,45,6.975,S,Third,man,TRUE,Southampton,no,TRUE
1,3,male,27,6.975,S,Third,man,TRUE,Southampton,yes,TRUE
0,3,male,30,6.95,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,30,6.8583,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,male,19,6.75,Q,Third,man,TRUE,Queenstown,no,TRUE
0,3,female,18,6.75,Q,Third,woman,FALSE,Queenstown,no,TRUE
0,3,male,34,6.4958,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,18,6.4958,S,Third,man,TRUE,Southampton,no,FALSE
0,3,male,43,6.45,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,34.5,6.4375,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,61,6.2375,S,Third,man,TRUE,Southampton,no,TRUE
0,1,male,33,5,S,First,man,TRUE,Southampton,no,TRUE
0,3,male,20,4.0125,C,Third,man,TRUE,Cherbourg,no,TRUE
0,3,male,36,0,S,Third,man,TRUE,Southampton,no,TRUE
0,1,male,40,0,S,First,man,TRUE,Southampton,no,TRUE
1,3,male,25,0,S,Third,man,TRUE,Southampton,yes,TRUE
0,2,male,30,0,S,Second,man,TRUE,Southampton,no,TRUE
0,3,male,19,0,S,Third,man,TRUE,Southampton,no,TRUE
0,3,male,49,0,S,Third,man,TRUE,Southampton,no,TRUE
0,1,male,30,0,S,First,man,TRUE,Southampton,no,TRUE
0,1,male,39,0,S,First,man,TRUE,Southampton,no,TRUE
0,1,male,30,0,S,First,man,TRUE,Southampton,no,TRUE
0,1,male,38,0,S,First,man,TRUE,Southampton,no,TRUE
